customer_no,timestamp,location_t,location_t+1
7.0,2019-09-03 07:09:00,dairy,fruit
7.0,2019-09-03 07:10:00,fruit,fruit
7.0,2019-09-03 07:11:00,fruit,drinks
7.0,2019-09-03 07:12:00,drinks,drinks
7.0,2019-09-03 07:13:00,drinks,drinks
7.0,2019-09-03 07:14:00,drinks,checkout
7.0,2019-09-03 07:15:00,checkout,checkout
8.0,2019-09-03 07:07:00,dairy,checkout
8.0,2019-09-03 07:08:00,checkout,checkout
9.0,2019-09-03 07:10:00,fruit,fruit
9.0,2019-09-03 07:11:00,fruit,fruit
9.0,2019-09-03 07:12:00,fruit,dairy
9.0,2019-09-03 07:13:00,dairy,dairy
9.0,2019-09-03 07:14:00,dairy,dairy
9.0,2019-09-03 07:15:00,dairy,dairy
9.0,2019-09-03 07:16:00,dairy,dairy
9.0,2019-09-03 07:17:00,dairy,dairy
9.0,2019-09-03 07:18:00,dairy,dairy
9.0,2019-09-03 07:19:00,dairy,dairy
9.0,2019-09-03 07:20:00,dairy,fruit
9.0,2019-09-03 07:21:00,fruit,fruit
9.0,2019-09-03 07:22:00,fruit,dairy
9.0,2019-09-03 07:23:00,dairy,dairy
9.0,2019-09-03 07:24:00,dairy,dairy
9.0,2019-09-03 07:25:00,dairy,dairy
9.0,2019-09-03 07:26:00,dairy,dairy
9.0,2019-09-03 07:27:00,dairy,dairy
9.0,2019-09-03 07:28:00,dairy,dairy
9.0,2019-09-03 07:29:00,dairy,checkout
9.0,2019-09-03 07:30:00,checkout,checkout
10.0,2019-09-03 07:10:00,fruit,fruit
10.0,2019-09-03 07:11:00,fruit,fruit
10.0,2019-09-03 07:12:00,fruit,fruit
10.0,2019-09-03 07:13:00,fruit,checkout
10.0,2019-09-03 07:14:00,checkout,checkout
11.0,2019-09-03 07:10:00,fruit,checkout
11.0,2019-09-03 07:11:00,checkout,checkout
12.0,2019-09-03 07:10:00,fruit,fruit
12.0,2019-09-03 07:11:00,fruit,fruit
12.0,2019-09-03 07:12:00,fruit,fruit
12.0,2019-09-03 07:13:00,fruit,fruit
12.0,2019-09-03 07:14:00,fruit,checkout
12.0,2019-09-03 07:15:00,checkout,checkout
13.0,2019-09-03 07:10:00,dairy,drinks
13.0,2019-09-03 07:11:00,drinks,drinks
13.0,2019-09-03 07:12:00,drinks,drinks
13.0,2019-09-03 07:13:00,drinks,checkout
13.0,2019-09-03 07:14:00,checkout,checkout
14.0,2019-09-03 07:11:00,dairy,dairy
14.0,2019-09-03 07:12:00,dairy,dairy
14.0,2019-09-03 07:13:00,dairy,dairy
14.0,2019-09-03 07:14:00,dairy,dairy
14.0,2019-09-03 07:15:00,dairy,dairy
14.0,2019-09-03 07:16:00,dairy,fruit
14.0,2019-09-03 07:17:00,fruit,fruit
14.0,2019-09-03 07:18:00,fruit,fruit
14.0,2019-09-03 07:19:00,fruit,fruit
14.0,2019-09-03 07:20:00,fruit,dairy
14.0,2019-09-03 07:21:00,dairy,dairy
14.0,2019-09-03 07:22:00,dairy,dairy
14.0,2019-09-03 07:23:00,dairy,dairy
14.0,2019-09-03 07:24:00,dairy,dairy
14.0,2019-09-03 07:25:00,dairy,dairy
14.0,2019-09-03 07:26:00,dairy,fruit
14.0,2019-09-03 07:27:00,fruit,fruit
14.0,2019-09-03 07:28:00,fruit,drinks
14.0,2019-09-03 07:29:00,drinks,checkout
14.0,2019-09-03 07:30:00,checkout,checkout
15.0,2019-09-03 07:11:00,spices,spices
15.0,2019-09-03 07:12:00,spices,fruit
15.0,2019-09-03 07:13:00,fruit,dairy
15.0,2019-09-03 07:14:00,dairy,dairy
15.0,2019-09-03 07:15:00,dairy,dairy
15.0,2019-09-03 07:16:00,dairy,checkout
15.0,2019-09-03 07:17:00,checkout,checkout
16.0,2019-09-03 07:11:00,dairy,dairy
16.0,2019-09-03 07:12:00,dairy,dairy
16.0,2019-09-03 07:13:00,dairy,dairy
16.0,2019-09-03 07:14:00,dairy,drinks
16.0,2019-09-03 07:15:00,drinks,drinks
16.0,2019-09-03 07:16:00,drinks,fruit
16.0,2019-09-03 07:17:00,fruit,dairy
16.0,2019-09-03 07:18:00,dairy,dairy
16.0,2019-09-03 07:19:00,dairy,checkout
16.0,2019-09-03 07:20:00,checkout,checkout
17.0,2019-09-03 07:12:00,fruit,fruit
17.0,2019-09-03 07:13:00,fruit,checkout
17.0,2019-09-03 07:14:00,checkout,checkout
18.0,2019-09-03 07:12:00,fruit,fruit
18.0,2019-09-03 07:13:00,fruit,fruit
18.0,2019-09-03 07:14:00,fruit,fruit
18.0,2019-09-03 07:15:00,fruit,dairy
18.0,2019-09-03 07:16:00,dairy,checkout
18.0,2019-09-03 07:17:00,checkout,checkout
19.0,2019-09-03 07:13:00,dairy,drinks
19.0,2019-09-03 07:14:00,drinks,drinks
19.0,2019-09-03 07:15:00,drinks,drinks
19.0,2019-09-03 07:16:00,drinks,drinks
19.0,2019-09-03 07:17:00,drinks,fruit
19.0,2019-09-03 07:18:00,fruit,drinks
19.0,2019-09-03 07:19:00,drinks,checkout
19.0,2019-09-03 07:20:00,checkout,checkout
20.0,2019-09-03 07:13:00,spices,checkout
20.0,2019-09-03 07:14:00,checkout,checkout
21.0,2019-09-03 07:14:00,drinks,spices
21.0,2019-09-03 07:15:00,spices,spices
21.0,2019-09-03 07:16:00,spices,drinks
21.0,2019-09-03 07:17:00,drinks,drinks
21.0,2019-09-03 07:18:00,drinks,drinks
21.0,2019-09-03 07:19:00,drinks,checkout
21.0,2019-09-03 07:20:00,checkout,checkout
22.0,2019-09-03 07:14:00,drinks,drinks
22.0,2019-09-03 07:15:00,drinks,checkout
22.0,2019-09-03 07:16:00,checkout,checkout
23.0,2019-09-03 07:14:00,fruit,fruit
23.0,2019-09-03 07:15:00,fruit,fruit
23.0,2019-09-03 07:16:00,fruit,checkout
23.0,2019-09-03 07:17:00,checkout,checkout
24.0,2019-09-03 07:14:00,fruit,spices
24.0,2019-09-03 07:15:00,spices,drinks
24.0,2019-09-03 07:16:00,drinks,drinks
24.0,2019-09-03 07:17:00,drinks,checkout
24.0,2019-09-03 07:18:00,checkout,checkout
25.0,2019-09-03 07:14:00,dairy,checkout
25.0,2019-09-03 07:15:00,checkout,checkout
26.0,2019-09-03 07:15:00,spices,spices
26.0,2019-09-03 07:16:00,spices,drinks
26.0,2019-09-03 07:17:00,drinks,checkout
26.0,2019-09-03 07:18:00,checkout,checkout
27.0,2019-09-03 07:15:00,spices,spices
27.0,2019-09-03 07:16:00,spices,spices
27.0,2019-09-03 07:17:00,spices,fruit
27.0,2019-09-03 07:18:00,fruit,fruit
27.0,2019-09-03 07:19:00,fruit,checkout
27.0,2019-09-03 07:20:00,checkout,checkout
28.0,2019-09-03 07:15:00,spices,fruit
28.0,2019-09-03 07:16:00,fruit,checkout
28.0,2019-09-03 07:17:00,checkout,checkout
29.0,2019-09-03 07:19:00,fruit,dairy
29.0,2019-09-03 07:20:00,dairy,drinks
29.0,2019-09-03 07:21:00,drinks,drinks
29.0,2019-09-03 07:22:00,drinks,dairy
29.0,2019-09-03 07:23:00,dairy,drinks
29.0,2019-09-03 07:24:00,drinks,spices
29.0,2019-09-03 07:25:00,spices,drinks
29.0,2019-09-03 07:26:00,drinks,drinks
29.0,2019-09-03 07:27:00,drinks,drinks
29.0,2019-09-03 07:28:00,drinks,checkout
29.0,2019-09-03 07:29:00,checkout,checkout
30.0,2019-09-03 07:19:00,drinks,drinks
30.0,2019-09-03 07:20:00,drinks,drinks
30.0,2019-09-03 07:21:00,drinks,checkout
30.0,2019-09-03 07:22:00,checkout,checkout
31.0,2019-09-03 07:20:00,drinks,spices
31.0,2019-09-03 07:21:00,spices,drinks
31.0,2019-09-03 07:22:00,drinks,fruit
31.0,2019-09-03 07:23:00,fruit,fruit
31.0,2019-09-03 07:24:00,fruit,drinks
31.0,2019-09-03 07:25:00,drinks,drinks
31.0,2019-09-03 07:26:00,drinks,drinks
31.0,2019-09-03 07:27:00,drinks,drinks
31.0,2019-09-03 07:28:00,drinks,drinks
31.0,2019-09-03 07:29:00,drinks,drinks
31.0,2019-09-03 07:30:00,drinks,fruit
31.0,2019-09-03 07:31:00,fruit,fruit
31.0,2019-09-03 07:32:00,fruit,checkout
31.0,2019-09-03 07:33:00,checkout,checkout
32.0,2019-09-03 07:20:00,dairy,drinks
32.0,2019-09-03 07:21:00,drinks,drinks
32.0,2019-09-03 07:22:00,drinks,checkout
32.0,2019-09-03 07:23:00,checkout,checkout
33.0,2019-09-03 07:21:00,spices,spices
33.0,2019-09-03 07:22:00,spices,spices
33.0,2019-09-03 07:23:00,spices,dairy
33.0,2019-09-03 07:24:00,dairy,dairy
33.0,2019-09-03 07:25:00,dairy,dairy
33.0,2019-09-03 07:26:00,dairy,spices
33.0,2019-09-03 07:27:00,spices,drinks
33.0,2019-09-03 07:28:00,drinks,drinks
33.0,2019-09-03 07:29:00,drinks,drinks
33.0,2019-09-03 07:30:00,drinks,checkout
33.0,2019-09-03 07:31:00,checkout,checkout
34.0,2019-09-03 07:21:00,drinks,checkout
34.0,2019-09-03 07:22:00,checkout,checkout
35.0,2019-09-03 07:22:00,spices,spices
35.0,2019-09-03 07:23:00,spices,checkout
35.0,2019-09-03 07:24:00,checkout,checkout
36.0,2019-09-03 07:22:00,dairy,dairy
36.0,2019-09-03 07:23:00,dairy,dairy
36.0,2019-09-03 07:24:00,dairy,dairy
36.0,2019-09-03 07:25:00,dairy,dairy
36.0,2019-09-03 07:26:00,dairy,dairy
36.0,2019-09-03 07:27:00,dairy,dairy
36.0,2019-09-03 07:28:00,dairy,dairy
36.0,2019-09-03 07:29:00,dairy,drinks
36.0,2019-09-03 07:30:00,drinks,drinks
36.0,2019-09-03 07:31:00,drinks,checkout
36.0,2019-09-03 07:32:00,checkout,checkout
37.0,2019-09-03 07:22:00,drinks,drinks
37.0,2019-09-03 07:23:00,drinks,drinks
37.0,2019-09-03 07:24:00,drinks,fruit
37.0,2019-09-03 07:25:00,fruit,fruit
37.0,2019-09-03 07:26:00,fruit,fruit
37.0,2019-09-03 07:27:00,fruit,drinks
37.0,2019-09-03 07:28:00,drinks,drinks
37.0,2019-09-03 07:29:00,drinks,checkout
37.0,2019-09-03 07:30:00,checkout,checkout
38.0,2019-09-03 07:23:00,drinks,checkout
38.0,2019-09-03 07:24:00,checkout,checkout
39.0,2019-09-03 07:23:00,dairy,dairy
39.0,2019-09-03 07:24:00,dairy,dairy
39.0,2019-09-03 07:25:00,dairy,drinks
39.0,2019-09-03 07:26:00,drinks,drinks
39.0,2019-09-03 07:27:00,drinks,drinks
39.0,2019-09-03 07:28:00,drinks,drinks
39.0,2019-09-03 07:29:00,drinks,drinks
39.0,2019-09-03 07:30:00,drinks,fruit
39.0,2019-09-03 07:31:00,fruit,checkout
39.0,2019-09-03 07:32:00,checkout,checkout
40.0,2019-09-03 07:23:00,fruit,fruit
40.0,2019-09-03 07:24:00,fruit,dairy
40.0,2019-09-03 07:25:00,dairy,drinks
40.0,2019-09-03 07:26:00,drinks,checkout
40.0,2019-09-03 07:27:00,checkout,checkout
41.0,2019-09-03 07:25:00,drinks,dairy
41.0,2019-09-03 07:26:00,dairy,drinks
41.0,2019-09-03 07:27:00,drinks,drinks
41.0,2019-09-03 07:28:00,drinks,checkout
41.0,2019-09-03 07:29:00,checkout,checkout
42.0,2019-09-03 07:25:00,drinks,drinks
42.0,2019-09-03 07:26:00,drinks,drinks
42.0,2019-09-03 07:27:00,drinks,drinks
42.0,2019-09-03 07:28:00,drinks,fruit
42.0,2019-09-03 07:29:00,fruit,fruit
42.0,2019-09-03 07:30:00,fruit,fruit
42.0,2019-09-03 07:31:00,fruit,fruit
42.0,2019-09-03 07:32:00,fruit,fruit
42.0,2019-09-03 07:33:00,fruit,checkout
42.0,2019-09-03 07:34:00,checkout,checkout
43.0,2019-09-03 07:25:00,fruit,fruit
43.0,2019-09-03 07:26:00,fruit,fruit
43.0,2019-09-03 07:27:00,fruit,dairy
43.0,2019-09-03 07:28:00,dairy,dairy
43.0,2019-09-03 07:29:00,dairy,dairy
43.0,2019-09-03 07:30:00,dairy,dairy
43.0,2019-09-03 07:31:00,dairy,dairy
43.0,2019-09-03 07:32:00,dairy,checkout
43.0,2019-09-03 07:33:00,checkout,checkout
44.0,2019-09-03 07:26:00,fruit,checkout
44.0,2019-09-03 07:27:00,checkout,checkout
45.0,2019-09-03 07:26:00,spices,fruit
45.0,2019-09-03 07:27:00,fruit,fruit
45.0,2019-09-03 07:28:00,fruit,fruit
45.0,2019-09-03 07:29:00,fruit,fruit
45.0,2019-09-03 07:30:00,fruit,fruit
45.0,2019-09-03 07:31:00,fruit,checkout
45.0,2019-09-03 07:32:00,checkout,checkout
46.0,2019-09-03 07:27:00,dairy,dairy
46.0,2019-09-03 07:28:00,dairy,dairy
46.0,2019-09-03 07:29:00,dairy,dairy
46.0,2019-09-03 07:30:00,dairy,dairy
46.0,2019-09-03 07:31:00,dairy,dairy
46.0,2019-09-03 07:32:00,dairy,dairy
46.0,2019-09-03 07:33:00,dairy,dairy
46.0,2019-09-03 07:34:00,dairy,drinks
46.0,2019-09-03 07:35:00,drinks,drinks
46.0,2019-09-03 07:36:00,drinks,spices
46.0,2019-09-03 07:37:00,spices,checkout
46.0,2019-09-03 07:38:00,checkout,checkout
47.0,2019-09-03 07:28:00,dairy,dairy
47.0,2019-09-03 07:29:00,dairy,checkout
47.0,2019-09-03 07:30:00,checkout,checkout
48.0,2019-09-03 07:28:00,dairy,dairy
48.0,2019-09-03 07:29:00,dairy,checkout
48.0,2019-09-03 07:30:00,checkout,checkout
49.0,2019-09-03 07:28:00,spices,dairy
49.0,2019-09-03 07:29:00,dairy,checkout
49.0,2019-09-03 07:30:00,checkout,checkout
50.0,2019-09-03 07:28:00,drinks,drinks
50.0,2019-09-03 07:29:00,drinks,checkout
50.0,2019-09-03 07:30:00,checkout,checkout
51.0,2019-09-03 07:28:00,dairy,dairy
51.0,2019-09-03 07:29:00,dairy,fruit
51.0,2019-09-03 07:30:00,fruit,checkout
51.0,2019-09-03 07:31:00,checkout,checkout
52.0,2019-09-03 07:31:00,drinks,drinks
52.0,2019-09-03 07:32:00,drinks,checkout
52.0,2019-09-03 07:33:00,checkout,checkout
53.0,2019-09-03 07:31:00,fruit,checkout
53.0,2019-09-03 07:32:00,checkout,checkout
54.0,2019-09-03 07:31:00,drinks,checkout
54.0,2019-09-03 07:32:00,checkout,checkout
55.0,2019-09-03 07:31:00,dairy,dairy
55.0,2019-09-03 07:32:00,dairy,dairy
55.0,2019-09-03 07:33:00,dairy,dairy
55.0,2019-09-03 07:34:00,dairy,dairy
55.0,2019-09-03 07:35:00,dairy,drinks
55.0,2019-09-03 07:36:00,drinks,fruit
55.0,2019-09-03 07:37:00,fruit,fruit
55.0,2019-09-03 07:38:00,fruit,fruit
55.0,2019-09-03 07:39:00,fruit,checkout
55.0,2019-09-03 07:40:00,checkout,checkout
56.0,2019-09-03 07:32:00,drinks,drinks
56.0,2019-09-03 07:33:00,drinks,checkout
56.0,2019-09-03 07:34:00,checkout,checkout
57.0,2019-09-03 07:32:00,spices,spices
57.0,2019-09-03 07:33:00,spices,spices
57.0,2019-09-03 07:34:00,spices,spices
57.0,2019-09-03 07:35:00,spices,spices
57.0,2019-09-03 07:36:00,spices,spices
57.0,2019-09-03 07:37:00,spices,dairy
57.0,2019-09-03 07:38:00,dairy,dairy
57.0,2019-09-03 07:39:00,dairy,dairy
57.0,2019-09-03 07:40:00,dairy,dairy
57.0,2019-09-03 07:41:00,dairy,dairy
57.0,2019-09-03 07:42:00,dairy,dairy
57.0,2019-09-03 07:43:00,dairy,dairy
57.0,2019-09-03 07:44:00,dairy,dairy
57.0,2019-09-03 07:45:00,dairy,dairy
57.0,2019-09-03 07:46:00,dairy,drinks
57.0,2019-09-03 07:47:00,drinks,drinks
57.0,2019-09-03 07:48:00,drinks,drinks
57.0,2019-09-03 07:49:00,drinks,checkout
57.0,2019-09-03 07:50:00,checkout,checkout
58.0,2019-09-03 07:32:00,fruit,fruit
58.0,2019-09-03 07:33:00,fruit,fruit
58.0,2019-09-03 07:34:00,fruit,checkout
58.0,2019-09-03 07:35:00,checkout,checkout
59.0,2019-09-03 07:32:00,fruit,dairy
59.0,2019-09-03 07:33:00,dairy,dairy
59.0,2019-09-03 07:34:00,dairy,spices
59.0,2019-09-03 07:35:00,spices,drinks
59.0,2019-09-03 07:36:00,drinks,checkout
59.0,2019-09-03 07:37:00,checkout,checkout
60.0,2019-09-03 07:35:00,dairy,fruit
60.0,2019-09-03 07:36:00,fruit,fruit
60.0,2019-09-03 07:37:00,fruit,checkout
60.0,2019-09-03 07:38:00,checkout,checkout
61.0,2019-09-03 07:35:00,drinks,drinks
61.0,2019-09-03 07:36:00,drinks,drinks
61.0,2019-09-03 07:37:00,drinks,drinks
61.0,2019-09-03 07:38:00,drinks,drinks
61.0,2019-09-03 07:39:00,drinks,spices
61.0,2019-09-03 07:40:00,spices,checkout
61.0,2019-09-03 07:41:00,checkout,checkout
62.0,2019-09-03 07:36:00,drinks,spices
62.0,2019-09-03 07:37:00,spices,dairy
62.0,2019-09-03 07:38:00,dairy,drinks
62.0,2019-09-03 07:39:00,drinks,drinks
62.0,2019-09-03 07:40:00,drinks,drinks
62.0,2019-09-03 07:41:00,drinks,drinks
62.0,2019-09-03 07:42:00,drinks,drinks
62.0,2019-09-03 07:43:00,drinks,checkout
62.0,2019-09-03 07:44:00,checkout,checkout
63.0,2019-09-03 07:36:00,dairy,dairy
63.0,2019-09-03 07:37:00,dairy,dairy
63.0,2019-09-03 07:38:00,dairy,dairy
63.0,2019-09-03 07:39:00,dairy,dairy
63.0,2019-09-03 07:40:00,dairy,spices
63.0,2019-09-03 07:41:00,spices,drinks
63.0,2019-09-03 07:42:00,drinks,checkout
63.0,2019-09-03 07:43:00,checkout,checkout
64.0,2019-09-03 07:36:00,spices,fruit
64.0,2019-09-03 07:37:00,fruit,fruit
64.0,2019-09-03 07:38:00,fruit,fruit
64.0,2019-09-03 07:39:00,fruit,fruit
64.0,2019-09-03 07:40:00,fruit,fruit
64.0,2019-09-03 07:41:00,fruit,drinks
64.0,2019-09-03 07:42:00,drinks,spices
64.0,2019-09-03 07:43:00,spices,spices
64.0,2019-09-03 07:44:00,spices,drinks
64.0,2019-09-03 07:45:00,drinks,drinks
64.0,2019-09-03 07:46:00,drinks,checkout
64.0,2019-09-03 07:47:00,checkout,checkout
65.0,2019-09-03 07:38:00,dairy,dairy
65.0,2019-09-03 07:39:00,dairy,dairy
65.0,2019-09-03 07:40:00,dairy,dairy
65.0,2019-09-03 07:41:00,dairy,dairy
65.0,2019-09-03 07:42:00,dairy,dairy
65.0,2019-09-03 07:43:00,dairy,dairy
65.0,2019-09-03 07:44:00,dairy,fruit
65.0,2019-09-03 07:45:00,fruit,fruit
65.0,2019-09-03 07:46:00,fruit,fruit
65.0,2019-09-03 07:47:00,fruit,checkout
65.0,2019-09-03 07:48:00,checkout,checkout
66.0,2019-09-03 07:41:00,drinks,fruit
66.0,2019-09-03 07:42:00,fruit,fruit
66.0,2019-09-03 07:43:00,fruit,checkout
66.0,2019-09-03 07:44:00,checkout,checkout
67.0,2019-09-03 07:41:00,dairy,dairy
67.0,2019-09-03 07:42:00,dairy,spices
67.0,2019-09-03 07:43:00,spices,spices
67.0,2019-09-03 07:44:00,spices,drinks
67.0,2019-09-03 07:45:00,drinks,fruit
67.0,2019-09-03 07:46:00,fruit,fruit
67.0,2019-09-03 07:47:00,fruit,drinks
67.0,2019-09-03 07:48:00,drinks,checkout
67.0,2019-09-03 07:49:00,checkout,checkout
68.0,2019-09-03 07:41:00,fruit,checkout
68.0,2019-09-03 07:42:00,checkout,checkout
69.0,2019-09-03 07:41:00,fruit,fruit
69.0,2019-09-03 07:42:00,fruit,fruit
69.0,2019-09-03 07:43:00,fruit,checkout
69.0,2019-09-03 07:44:00,checkout,checkout
70.0,2019-09-03 07:42:00,fruit,drinks
70.0,2019-09-03 07:43:00,drinks,drinks
70.0,2019-09-03 07:44:00,drinks,drinks
70.0,2019-09-03 07:45:00,drinks,drinks
70.0,2019-09-03 07:46:00,drinks,drinks
70.0,2019-09-03 07:47:00,drinks,checkout
70.0,2019-09-03 07:48:00,checkout,checkout
71.0,2019-09-03 07:43:00,spices,drinks
71.0,2019-09-03 07:44:00,drinks,drinks
71.0,2019-09-03 07:45:00,drinks,drinks
71.0,2019-09-03 07:46:00,drinks,checkout
71.0,2019-09-03 07:47:00,checkout,checkout
72.0,2019-09-03 07:43:00,spices,dairy
72.0,2019-09-03 07:44:00,dairy,dairy
72.0,2019-09-03 07:45:00,dairy,dairy
72.0,2019-09-03 07:46:00,dairy,spices
72.0,2019-09-03 07:47:00,spices,spices
72.0,2019-09-03 07:48:00,spices,spices
72.0,2019-09-03 07:49:00,spices,checkout
72.0,2019-09-03 07:50:00,checkout,checkout
73.0,2019-09-03 07:43:00,fruit,fruit
73.0,2019-09-03 07:44:00,fruit,dairy
73.0,2019-09-03 07:45:00,dairy,dairy
73.0,2019-09-03 07:46:00,dairy,fruit
73.0,2019-09-03 07:47:00,fruit,checkout
73.0,2019-09-03 07:48:00,checkout,checkout
74.0,2019-09-03 07:43:00,fruit,fruit
74.0,2019-09-03 07:44:00,fruit,fruit
74.0,2019-09-03 07:45:00,fruit,dairy
74.0,2019-09-03 07:46:00,dairy,spices
74.0,2019-09-03 07:47:00,spices,dairy
74.0,2019-09-03 07:48:00,dairy,dairy
74.0,2019-09-03 07:49:00,dairy,dairy
74.0,2019-09-03 07:50:00,dairy,dairy
74.0,2019-09-03 07:51:00,dairy,dairy
74.0,2019-09-03 07:52:00,dairy,dairy
74.0,2019-09-03 07:53:00,dairy,dairy
74.0,2019-09-03 07:54:00,dairy,drinks
74.0,2019-09-03 07:55:00,drinks,drinks
74.0,2019-09-03 07:56:00,drinks,drinks
74.0,2019-09-03 07:57:00,drinks,fruit
74.0,2019-09-03 07:58:00,fruit,fruit
74.0,2019-09-03 07:59:00,fruit,fruit
74.0,2019-09-03 08:00:00,fruit,checkout
74.0,2019-09-03 08:01:00,checkout,checkout
75.0,2019-09-03 07:44:00,dairy,drinks
75.0,2019-09-03 07:45:00,drinks,drinks
75.0,2019-09-03 07:46:00,drinks,spices
75.0,2019-09-03 07:47:00,spices,dairy
75.0,2019-09-03 07:48:00,dairy,dairy
75.0,2019-09-03 07:49:00,dairy,drinks
75.0,2019-09-03 07:50:00,drinks,drinks
75.0,2019-09-03 07:51:00,drinks,drinks
75.0,2019-09-03 07:52:00,drinks,drinks
75.0,2019-09-03 07:53:00,drinks,fruit
75.0,2019-09-03 07:54:00,fruit,fruit
75.0,2019-09-03 07:55:00,fruit,checkout
75.0,2019-09-03 07:56:00,checkout,checkout
76.0,2019-09-03 07:44:00,fruit,dairy
76.0,2019-09-03 07:45:00,dairy,dairy
76.0,2019-09-03 07:46:00,dairy,dairy
76.0,2019-09-03 07:47:00,dairy,dairy
76.0,2019-09-03 07:48:00,dairy,dairy
76.0,2019-09-03 07:49:00,dairy,dairy
76.0,2019-09-03 07:50:00,dairy,dairy
76.0,2019-09-03 07:51:00,dairy,checkout
76.0,2019-09-03 07:52:00,checkout,checkout
77.0,2019-09-03 07:44:00,fruit,checkout
77.0,2019-09-03 07:45:00,checkout,checkout
78.0,2019-09-03 07:46:00,drinks,drinks
78.0,2019-09-03 07:47:00,drinks,fruit
78.0,2019-09-03 07:48:00,fruit,fruit
78.0,2019-09-03 07:49:00,fruit,fruit
78.0,2019-09-03 07:50:00,fruit,dairy
78.0,2019-09-03 07:51:00,dairy,dairy
78.0,2019-09-03 07:52:00,dairy,dairy
78.0,2019-09-03 07:53:00,dairy,dairy
78.0,2019-09-03 07:54:00,dairy,checkout
78.0,2019-09-03 07:55:00,checkout,checkout
79.0,2019-09-03 07:46:00,fruit,checkout
79.0,2019-09-03 07:47:00,checkout,checkout
80.0,2019-09-03 07:46:00,fruit,fruit
80.0,2019-09-03 07:47:00,fruit,fruit
80.0,2019-09-03 07:48:00,fruit,fruit
80.0,2019-09-03 07:49:00,fruit,fruit
80.0,2019-09-03 07:50:00,fruit,fruit
80.0,2019-09-03 07:51:00,fruit,fruit
80.0,2019-09-03 07:52:00,fruit,fruit
80.0,2019-09-03 07:53:00,fruit,spices
80.0,2019-09-03 07:54:00,spices,spices
80.0,2019-09-03 07:55:00,spices,dairy
80.0,2019-09-03 07:56:00,dairy,dairy
