customer_no,timestamp,location_t,location_t+1
15.0,2019-09-05 07:13:00,fruit,checkout
15.0,2019-09-05 07:14:00,checkout,checkout
16.0,2019-09-05 07:12:00,fruit,fruit
16.0,2019-09-05 07:13:00,fruit,fruit
16.0,2019-09-05 07:14:00,fruit,checkout
16.0,2019-09-05 07:15:00,checkout,checkout
17.0,2019-09-05 07:12:00,spices,checkout
17.0,2019-09-05 07:13:00,checkout,checkout
18.0,2019-09-05 07:12:00,fruit,fruit
18.0,2019-09-05 07:13:00,fruit,fruit
18.0,2019-09-05 07:14:00,fruit,checkout
18.0,2019-09-05 07:15:00,checkout,checkout
19.0,2019-09-05 07:12:00,drinks,drinks
19.0,2019-09-05 07:13:00,drinks,checkout
19.0,2019-09-05 07:14:00,checkout,checkout
20.0,2019-09-05 07:12:00,dairy,spices
20.0,2019-09-05 07:13:00,spices,fruit
20.0,2019-09-05 07:14:00,fruit,fruit
20.0,2019-09-05 07:15:00,fruit,fruit
20.0,2019-09-05 07:16:00,fruit,dairy
20.0,2019-09-05 07:17:00,dairy,dairy
20.0,2019-09-05 07:18:00,dairy,dairy
20.0,2019-09-05 07:19:00,dairy,dairy
20.0,2019-09-05 07:20:00,dairy,dairy
20.0,2019-09-05 07:21:00,dairy,dairy
20.0,2019-09-05 07:22:00,dairy,dairy
20.0,2019-09-05 07:23:00,dairy,dairy
20.0,2019-09-05 07:24:00,dairy,drinks
20.0,2019-09-05 07:25:00,drinks,drinks
20.0,2019-09-05 07:26:00,drinks,drinks
20.0,2019-09-05 07:27:00,drinks,fruit
20.0,2019-09-05 07:28:00,fruit,fruit
20.0,2019-09-05 07:29:00,fruit,fruit
20.0,2019-09-05 07:30:00,fruit,checkout
20.0,2019-09-05 07:31:00,checkout,checkout
21.0,2019-09-05 07:12:00,fruit,checkout
21.0,2019-09-05 07:13:00,checkout,checkout
22.0,2019-09-05 07:12:00,fruit,fruit
22.0,2019-09-05 07:13:00,fruit,fruit
22.0,2019-09-05 07:14:00,fruit,drinks
22.0,2019-09-05 07:15:00,drinks,drinks
22.0,2019-09-05 07:16:00,drinks,drinks
22.0,2019-09-05 07:17:00,drinks,drinks
22.0,2019-09-05 07:18:00,drinks,spices
22.0,2019-09-05 07:19:00,spices,dairy
22.0,2019-09-05 07:20:00,dairy,dairy
22.0,2019-09-05 07:21:00,dairy,dairy
22.0,2019-09-05 07:22:00,dairy,checkout
22.0,2019-09-05 07:23:00,checkout,checkout
23.0,2019-09-05 07:13:00,spices,spices
23.0,2019-09-05 07:14:00,spices,dairy
23.0,2019-09-05 07:15:00,dairy,dairy
23.0,2019-09-05 07:16:00,dairy,checkout
23.0,2019-09-05 07:17:00,checkout,checkout
24.0,2019-09-05 07:13:00,fruit,fruit
24.0,2019-09-05 07:14:00,fruit,fruit
24.0,2019-09-05 07:15:00,fruit,checkout
24.0,2019-09-05 07:16:00,checkout,checkout
25.0,2019-09-05 07:14:00,fruit,fruit
25.0,2019-09-05 07:15:00,fruit,fruit
25.0,2019-09-05 07:16:00,fruit,checkout
25.0,2019-09-05 07:17:00,checkout,checkout
26.0,2019-09-05 07:14:00,drinks,drinks
26.0,2019-09-05 07:15:00,drinks,spices
26.0,2019-09-05 07:16:00,spices,spices
26.0,2019-09-05 07:17:00,spices,spices
26.0,2019-09-05 07:18:00,spices,dairy
26.0,2019-09-05 07:19:00,dairy,dairy
26.0,2019-09-05 07:20:00,dairy,dairy
26.0,2019-09-05 07:21:00,dairy,dairy
26.0,2019-09-05 07:22:00,dairy,checkout
26.0,2019-09-05 07:23:00,checkout,checkout
27.0,2019-09-05 07:14:00,spices,spices
27.0,2019-09-05 07:15:00,spices,spices
27.0,2019-09-05 07:16:00,spices,drinks
27.0,2019-09-05 07:17:00,drinks,drinks
27.0,2019-09-05 07:18:00,drinks,spices
27.0,2019-09-05 07:19:00,spices,checkout
27.0,2019-09-05 07:20:00,checkout,checkout
28.0,2019-09-05 07:14:00,fruit,checkout
28.0,2019-09-05 07:15:00,checkout,checkout
29.0,2019-09-05 07:15:00,fruit,checkout
29.0,2019-09-05 07:16:00,checkout,checkout
30.0,2019-09-05 07:15:00,dairy,dairy
30.0,2019-09-05 07:16:00,dairy,dairy
30.0,2019-09-05 07:17:00,dairy,dairy
30.0,2019-09-05 07:18:00,dairy,dairy
30.0,2019-09-05 07:19:00,dairy,dairy
30.0,2019-09-05 07:20:00,dairy,dairy
30.0,2019-09-05 07:21:00,dairy,dairy
30.0,2019-09-05 07:22:00,dairy,drinks
30.0,2019-09-05 07:23:00,drinks,drinks
30.0,2019-09-05 07:24:00,drinks,drinks
30.0,2019-09-05 07:25:00,drinks,checkout
30.0,2019-09-05 07:26:00,checkout,checkout
31.0,2019-09-05 07:15:00,fruit,drinks
31.0,2019-09-05 07:16:00,drinks,drinks
31.0,2019-09-05 07:17:00,drinks,checkout
31.0,2019-09-05 07:18:00,checkout,checkout
32.0,2019-09-05 07:16:00,dairy,dairy
32.0,2019-09-05 07:17:00,dairy,dairy
32.0,2019-09-05 07:18:00,dairy,fruit
32.0,2019-09-05 07:19:00,fruit,checkout
32.0,2019-09-05 07:20:00,checkout,checkout
33.0,2019-09-05 07:16:00,fruit,fruit
33.0,2019-09-05 07:17:00,fruit,spices
33.0,2019-09-05 07:18:00,spices,checkout
33.0,2019-09-05 07:19:00,checkout,checkout
34.0,2019-09-05 07:17:00,dairy,dairy
34.0,2019-09-05 07:18:00,dairy,spices
34.0,2019-09-05 07:19:00,spices,dairy
34.0,2019-09-05 07:20:00,dairy,dairy
34.0,2019-09-05 07:21:00,dairy,dairy
34.0,2019-09-05 07:22:00,dairy,dairy
34.0,2019-09-05 07:23:00,dairy,dairy
34.0,2019-09-05 07:24:00,dairy,dairy
34.0,2019-09-05 07:25:00,dairy,dairy
34.0,2019-09-05 07:26:00,dairy,dairy
34.0,2019-09-05 07:27:00,dairy,dairy
34.0,2019-09-05 07:28:00,dairy,dairy
34.0,2019-09-05 07:29:00,dairy,dairy
34.0,2019-09-05 07:30:00,dairy,dairy
34.0,2019-09-05 07:31:00,dairy,dairy
34.0,2019-09-05 07:32:00,dairy,drinks
34.0,2019-09-05 07:33:00,drinks,drinks
34.0,2019-09-05 07:34:00,drinks,drinks
34.0,2019-09-05 07:35:00,drinks,fruit
34.0,2019-09-05 07:36:00,fruit,fruit
34.0,2019-09-05 07:37:00,fruit,fruit
34.0,2019-09-05 07:38:00,fruit,fruit
34.0,2019-09-05 07:39:00,fruit,fruit
34.0,2019-09-05 07:40:00,fruit,checkout
34.0,2019-09-05 07:41:00,checkout,checkout
35.0,2019-09-05 07:18:00,fruit,checkout
35.0,2019-09-05 07:19:00,checkout,checkout
36.0,2019-09-05 07:18:00,fruit,fruit
36.0,2019-09-05 07:19:00,fruit,fruit
36.0,2019-09-05 07:20:00,fruit,fruit
36.0,2019-09-05 07:21:00,fruit,fruit
36.0,2019-09-05 07:22:00,fruit,fruit
36.0,2019-09-05 07:23:00,fruit,checkout
36.0,2019-09-05 07:24:00,checkout,checkout
37.0,2019-09-05 07:18:00,fruit,drinks
37.0,2019-09-05 07:19:00,drinks,checkout
37.0,2019-09-05 07:20:00,checkout,checkout
38.0,2019-09-05 07:19:00,drinks,dairy
38.0,2019-09-05 07:20:00,dairy,drinks
38.0,2019-09-05 07:21:00,drinks,checkout
38.0,2019-09-05 07:22:00,checkout,checkout
39.0,2019-09-05 07:19:00,dairy,dairy
39.0,2019-09-05 07:20:00,dairy,dairy
39.0,2019-09-05 07:21:00,dairy,dairy
39.0,2019-09-05 07:22:00,dairy,checkout
39.0,2019-09-05 07:23:00,checkout,checkout
40.0,2019-09-05 07:19:00,dairy,dairy
40.0,2019-09-05 07:20:00,dairy,fruit
40.0,2019-09-05 07:21:00,fruit,fruit
40.0,2019-09-05 07:22:00,fruit,checkout
40.0,2019-09-05 07:23:00,checkout,checkout
41.0,2019-09-05 07:19:00,fruit,fruit
41.0,2019-09-05 07:20:00,fruit,checkout
41.0,2019-09-05 07:21:00,checkout,checkout
42.0,2019-09-05 07:19:00,spices,spices
42.0,2019-09-05 07:20:00,spices,spices
42.0,2019-09-05 07:21:00,spices,spices
42.0,2019-09-05 07:22:00,spices,dairy
42.0,2019-09-05 07:23:00,dairy,dairy
42.0,2019-09-05 07:24:00,dairy,dairy
42.0,2019-09-05 07:25:00,dairy,dairy
42.0,2019-09-05 07:26:00,dairy,fruit
42.0,2019-09-05 07:27:00,fruit,fruit
42.0,2019-09-05 07:28:00,fruit,fruit
42.0,2019-09-05 07:29:00,fruit,fruit
42.0,2019-09-05 07:30:00,fruit,drinks
42.0,2019-09-05 07:31:00,drinks,fruit
42.0,2019-09-05 07:32:00,fruit,fruit
42.0,2019-09-05 07:33:00,fruit,fruit
42.0,2019-09-05 07:34:00,fruit,fruit
42.0,2019-09-05 07:35:00,fruit,dairy
42.0,2019-09-05 07:36:00,dairy,fruit
42.0,2019-09-05 07:37:00,fruit,fruit
42.0,2019-09-05 07:38:00,fruit,checkout
42.0,2019-09-05 07:39:00,checkout,checkout
43.0,2019-09-05 07:20:00,spices,dairy
43.0,2019-09-05 07:21:00,dairy,dairy
43.0,2019-09-05 07:22:00,dairy,dairy
43.0,2019-09-05 07:23:00,dairy,dairy
43.0,2019-09-05 07:24:00,dairy,dairy
43.0,2019-09-05 07:25:00,dairy,dairy
43.0,2019-09-05 07:26:00,dairy,dairy
43.0,2019-09-05 07:27:00,dairy,drinks
43.0,2019-09-05 07:28:00,drinks,drinks
43.0,2019-09-05 07:29:00,drinks,drinks
43.0,2019-09-05 07:30:00,drinks,drinks
43.0,2019-09-05 07:31:00,drinks,checkout
43.0,2019-09-05 07:32:00,checkout,checkout
44.0,2019-09-05 07:22:00,fruit,drinks
44.0,2019-09-05 07:23:00,drinks,drinks
44.0,2019-09-05 07:24:00,drinks,drinks
44.0,2019-09-05 07:25:00,drinks,checkout
44.0,2019-09-05 07:26:00,checkout,checkout
45.0,2019-09-05 07:22:00,spices,drinks
45.0,2019-09-05 07:23:00,drinks,drinks
45.0,2019-09-05 07:24:00,drinks,drinks
45.0,2019-09-05 07:25:00,drinks,drinks
45.0,2019-09-05 07:26:00,drinks,checkout
45.0,2019-09-05 07:27:00,checkout,checkout
46.0,2019-09-05 07:22:00,fruit,fruit
46.0,2019-09-05 07:23:00,fruit,fruit
46.0,2019-09-05 07:24:00,fruit,fruit
46.0,2019-09-05 07:25:00,fruit,checkout
46.0,2019-09-05 07:26:00,checkout,checkout
47.0,2019-09-05 07:22:00,spices,drinks
47.0,2019-09-05 07:23:00,drinks,checkout
47.0,2019-09-05 07:24:00,checkout,checkout
48.0,2019-09-05 07:24:00,fruit,checkout
48.0,2019-09-05 07:25:00,checkout,checkout
49.0,2019-09-05 07:25:00,fruit,fruit
49.0,2019-09-05 07:26:00,fruit,spices
49.0,2019-09-05 07:27:00,spices,dairy
49.0,2019-09-05 07:28:00,dairy,dairy
49.0,2019-09-05 07:29:00,dairy,checkout
49.0,2019-09-05 07:30:00,checkout,checkout
50.0,2019-09-05 07:25:00,spices,spices
50.0,2019-09-05 07:26:00,spices,fruit
50.0,2019-09-05 07:27:00,fruit,fruit
50.0,2019-09-05 07:28:00,fruit,checkout
50.0,2019-09-05 07:29:00,checkout,checkout
51.0,2019-09-05 07:25:00,drinks,drinks
51.0,2019-09-05 07:26:00,drinks,fruit
51.0,2019-09-05 07:27:00,fruit,fruit
51.0,2019-09-05 07:28:00,fruit,fruit
51.0,2019-09-05 07:29:00,fruit,fruit
51.0,2019-09-05 07:30:00,fruit,fruit
51.0,2019-09-05 07:31:00,fruit,fruit
51.0,2019-09-05 07:32:00,fruit,fruit
51.0,2019-09-05 07:33:00,fruit,dairy
51.0,2019-09-05 07:34:00,dairy,dairy
51.0,2019-09-05 07:35:00,dairy,dairy
51.0,2019-09-05 07:36:00,dairy,spices
51.0,2019-09-05 07:37:00,spices,spices
51.0,2019-09-05 07:38:00,spices,dairy
51.0,2019-09-05 07:39:00,dairy,checkout
51.0,2019-09-05 07:40:00,checkout,checkout
52.0,2019-09-05 07:26:00,drinks,drinks
52.0,2019-09-05 07:27:00,drinks,drinks
52.0,2019-09-05 07:28:00,drinks,checkout
52.0,2019-09-05 07:29:00,checkout,checkout
53.0,2019-09-05 07:27:00,spices,spices
53.0,2019-09-05 07:28:00,spices,drinks
53.0,2019-09-05 07:29:00,drinks,checkout
53.0,2019-09-05 07:30:00,checkout,checkout
54.0,2019-09-05 07:27:00,dairy,drinks
54.0,2019-09-05 07:28:00,drinks,drinks
54.0,2019-09-05 07:29:00,drinks,checkout
54.0,2019-09-05 07:30:00,checkout,checkout
55.0,2019-09-05 07:27:00,spices,checkout
55.0,2019-09-05 07:28:00,checkout,checkout
56.0,2019-09-05 07:27:00,dairy,dairy
56.0,2019-09-05 07:28:00,dairy,dairy
56.0,2019-09-05 07:29:00,dairy,dairy
56.0,2019-09-05 07:30:00,dairy,checkout
56.0,2019-09-05 07:31:00,checkout,checkout
57.0,2019-09-05 07:30:00,dairy,checkout
57.0,2019-09-05 07:31:00,checkout,checkout
58.0,2019-09-05 07:30:00,fruit,checkout
58.0,2019-09-05 07:31:00,checkout,checkout
59.0,2019-09-05 07:30:00,dairy,fruit
59.0,2019-09-05 07:31:00,fruit,checkout
59.0,2019-09-05 07:32:00,checkout,checkout
60.0,2019-09-05 07:31:00,dairy,checkout
60.0,2019-09-05 07:32:00,checkout,checkout
61.0,2019-09-05 07:32:00,dairy,dairy
61.0,2019-09-05 07:33:00,dairy,dairy
61.0,2019-09-05 07:34:00,dairy,checkout
61.0,2019-09-05 07:35:00,checkout,checkout
62.0,2019-09-05 07:32:00,drinks,drinks
62.0,2019-09-05 07:33:00,drinks,drinks
62.0,2019-09-05 07:34:00,drinks,drinks
62.0,2019-09-05 07:35:00,drinks,checkout
62.0,2019-09-05 07:36:00,checkout,checkout
63.0,2019-09-05 07:32:00,spices,dairy
63.0,2019-09-05 07:33:00,dairy,spices
63.0,2019-09-05 07:34:00,spices,fruit
63.0,2019-09-05 07:35:00,fruit,fruit
63.0,2019-09-05 07:36:00,fruit,fruit
63.0,2019-09-05 07:37:00,fruit,spices
63.0,2019-09-05 07:38:00,spices,spices
63.0,2019-09-05 07:39:00,spices,fruit
63.0,2019-09-05 07:40:00,fruit,fruit
63.0,2019-09-05 07:41:00,fruit,fruit
63.0,2019-09-05 07:42:00,fruit,fruit
63.0,2019-09-05 07:43:00,fruit,checkout
63.0,2019-09-05 07:44:00,checkout,checkout
64.0,2019-09-05 07:32:00,spices,spices
64.0,2019-09-05 07:33:00,spices,checkout
64.0,2019-09-05 07:34:00,checkout,checkout
65.0,2019-09-05 07:32:00,dairy,dairy
65.0,2019-09-05 07:33:00,dairy,checkout
65.0,2019-09-05 07:34:00,checkout,checkout
66.0,2019-09-05 07:32:00,dairy,dairy
66.0,2019-09-05 07:33:00,dairy,dairy
66.0,2019-09-05 07:34:00,dairy,dairy
66.0,2019-09-05 07:35:00,dairy,checkout
66.0,2019-09-05 07:36:00,checkout,checkout
67.0,2019-09-05 07:33:00,drinks,drinks
67.0,2019-09-05 07:34:00,drinks,drinks
67.0,2019-09-05 07:35:00,drinks,checkout
67.0,2019-09-05 07:36:00,checkout,checkout
68.0,2019-09-05 07:33:00,drinks,drinks
68.0,2019-09-05 07:34:00,drinks,spices
68.0,2019-09-05 07:35:00,spices,spices
68.0,2019-09-05 07:36:00,spices,checkout
68.0,2019-09-05 07:37:00,checkout,checkout
69.0,2019-09-05 07:34:00,dairy,dairy
69.0,2019-09-05 07:35:00,dairy,spices
69.0,2019-09-05 07:36:00,spices,spices
69.0,2019-09-05 07:37:00,spices,checkout
69.0,2019-09-05 07:38:00,checkout,checkout
70.0,2019-09-05 07:34:00,fruit,checkout
70.0,2019-09-05 07:35:00,checkout,checkout
71.0,2019-09-05 07:34:00,fruit,fruit
71.0,2019-09-05 07:35:00,fruit,fruit
71.0,2019-09-05 07:36:00,fruit,checkout
71.0,2019-09-05 07:37:00,checkout,checkout
72.0,2019-09-05 07:34:00,fruit,spices
72.0,2019-09-05 07:35:00,spices,dairy
72.0,2019-09-05 07:36:00,dairy,dairy
72.0,2019-09-05 07:37:00,dairy,dairy
72.0,2019-09-05 07:38:00,dairy,dairy
72.0,2019-09-05 07:39:00,dairy,dairy
72.0,2019-09-05 07:40:00,dairy,dairy
72.0,2019-09-05 07:41:00,dairy,dairy
72.0,2019-09-05 07:42:00,dairy,dairy
72.0,2019-09-05 07:43:00,dairy,dairy
72.0,2019-09-05 07:44:00,dairy,dairy
72.0,2019-09-05 07:45:00,dairy,dairy
72.0,2019-09-05 07:46:00,dairy,dairy
72.0,2019-09-05 07:47:00,dairy,dairy
72.0,2019-09-05 07:48:00,dairy,checkout
72.0,2019-09-05 07:49:00,checkout,checkout
73.0,2019-09-05 07:34:00,fruit,dairy
73.0,2019-09-05 07:35:00,dairy,dairy
73.0,2019-09-05 07:36:00,dairy,dairy
73.0,2019-09-05 07:37:00,dairy,dairy
73.0,2019-09-05 07:38:00,dairy,dairy
73.0,2019-09-05 07:39:00,dairy,checkout
73.0,2019-09-05 07:40:00,checkout,checkout
74.0,2019-09-05 07:34:00,fruit,checkout
74.0,2019-09-05 07:35:00,checkout,checkout
75.0,2019-09-05 07:35:00,drinks,dairy
75.0,2019-09-05 07:36:00,dairy,drinks
75.0,2019-09-05 07:37:00,drinks,fruit
75.0,2019-09-05 07:38:00,fruit,checkout
75.0,2019-09-05 07:39:00,checkout,checkout
76.0,2019-09-05 07:35:00,dairy,dairy
76.0,2019-09-05 07:36:00,dairy,dairy
76.0,2019-09-05 07:37:00,dairy,dairy
76.0,2019-09-05 07:38:00,dairy,dairy
76.0,2019-09-05 07:39:00,dairy,dairy
76.0,2019-09-05 07:40:00,dairy,dairy
76.0,2019-09-05 07:41:00,dairy,dairy
76.0,2019-09-05 07:42:00,dairy,dairy
76.0,2019-09-05 07:43:00,dairy,checkout
76.0,2019-09-05 07:44:00,checkout,checkout
77.0,2019-09-05 07:35:00,dairy,checkout
77.0,2019-09-05 07:36:00,checkout,checkout
78.0,2019-09-05 07:35:00,drinks,checkout
78.0,2019-09-05 07:36:00,checkout,checkout
79.0,2019-09-05 07:35:00,spices,spices
79.0,2019-09-05 07:36:00,spices,drinks
79.0,2019-09-05 07:37:00,drinks,drinks
79.0,2019-09-05 07:38:00,drinks,drinks
79.0,2019-09-05 07:39:00,drinks,checkout
79.0,2019-09-05 07:40:00,checkout,checkout
80.0,2019-09-05 07:36:00,dairy,dairy
80.0,2019-09-05 07:37:00,dairy,dairy
80.0,2019-09-05 07:38:00,dairy,dairy
80.0,2019-09-05 07:39:00,dairy,dairy
80.0,2019-09-05 07:40:00,dairy,dairy
80.0,2019-09-05 07:41:00,dairy,dairy
80.0,2019-09-05 07:42:00,dairy,dairy
80.0,2019-09-05 07:43:00,dairy,dairy
80.0,2019-09-05 07:44:00,dairy,dairy
80.0,2019-09-05 07:45:00,dairy,checkout
80.0,2019-09-05 07:46:00,checkout,checkout
81.0,2019-09-05 07:37:00,drinks,checkout
81.0,2019-09-05 07:38:00,checkout,checkout
82.0,2019-09-05 07:39:00,drinks,drinks
82.0,2019-09-05 07:40:00,drinks,drinks
82.0,2019-09-05 07:41:00,drinks,drinks
82.0,2019-09-05 07:42:00,drinks,drinks
82.0,2019-09-05 07:43:00,drinks,spices
82.0,2019-09-05 07:44:00,spices,spices
82.0,2019-09-05 07:45:00,spices,drinks
82.0,2019-09-05 07:46:00,drinks,fruit
82.0,2019-09-05 07:47:00,fruit,drinks
82.0,2019-09-05 07:48:00,drinks,drinks
82.0,2019-09-05 07:49:00,drinks,drinks
82.0,2019-09-05 07:50:00,drinks,drinks
82.0,2019-09-05 07:51:00,drinks,checkout
82.0,2019-09-05 07:52:00,checkout,checkout
83.0,2019-09-05 07:39:00,drinks,spices
83.0,2019-09-05 07:40:00,spices,spices
83.0,2019-09-05 07:41:00,spices,spices
83.0,2019-09-05 07:42:00,spices,spices
83.0,2019-09-05 07:43:00,spices,drinks
83.0,2019-09-05 07:44:00,drinks,checkout
83.0,2019-09-05 07:45:00,checkout,checkout
84.0,2019-09-05 07:39:00,fruit,checkout
84.0,2019-09-05 07:40:00,checkout,checkout
85.0,2019-09-05 07:42:00,spices,drinks
85.0,2019-09-05 07:43:00,drinks,fruit
85.0,2019-09-05 07:44:00,fruit,checkout
85.0,2019-09-05 07:45:00,checkout,checkout
86.0,2019-09-05 07:42:00,spices,spices
86.0,2019-09-05 07:43:00,spices,drinks
86.0,2019-09-05 07:44:00,drinks,drinks
86.0,2019-09-05 07:45:00,drinks,drinks
86.0,2019-09-05 07:46:00,drinks,drinks
86.0,2019-09-05 07:47:00,drinks,fruit
86.0,2019-09-05 07:48:00,fruit,checkout
86.0,2019-09-05 07:49:00,checkout,checkout
87.0,2019-09-05 07:42:00,fruit,checkout
87.0,2019-09-05 07:43:00,checkout,checkout
88.0,2019-09-05 07:44:00,dairy,dairy
88.0,2019-09-05 07:45:00,dairy,dairy
88.0,2019-09-05 07:46:00,dairy,dairy
88.0,2019-09-05 07:47:00,dairy,drinks
88.0,2019-09-05 07:48:00,drinks,drinks
88.0,2019-09-05 07:49:00,drinks,checkout
88.0,2019-09-05 07:50:00,checkout,checkout
89.0,2019-09-05 07:47:00,fruit,fruit
89.0,2019-09-05 07:48:00,fruit,checkout
89.0,2019-09-05 07:49:00,checkout,checkout
90.0,2019-09-05 07:47:00,fruit,fruit
90.0,2019-09-05 07:48:00,fruit,fruit
90.0,2019-09-05 07:49:00,fruit,fruit
90.0,2019-09-05 07:50:00,fruit,fruit
90.0,2019-09-05 07:51:00,fruit,checkout
