customer_no,timestamp,location_t,location_t+1
29.0,2019-09-06 07:25:00,dairy,checkout
29.0,2019-09-06 07:26:00,checkout,checkout
30.0,2019-09-06 07:20:00,fruit,checkout
30.0,2019-09-06 07:21:00,checkout,checkout
31.0,2019-09-06 07:20:00,drinks,drinks
31.0,2019-09-06 07:21:00,drinks,drinks
31.0,2019-09-06 07:22:00,drinks,drinks
31.0,2019-09-06 07:23:00,drinks,drinks
31.0,2019-09-06 07:24:00,drinks,fruit
31.0,2019-09-06 07:25:00,fruit,dairy
31.0,2019-09-06 07:26:00,dairy,drinks
31.0,2019-09-06 07:27:00,drinks,spices
31.0,2019-09-06 07:28:00,spices,spices
31.0,2019-09-06 07:29:00,spices,drinks
31.0,2019-09-06 07:30:00,drinks,fruit
31.0,2019-09-06 07:31:00,fruit,fruit
31.0,2019-09-06 07:32:00,fruit,fruit
31.0,2019-09-06 07:33:00,fruit,fruit
31.0,2019-09-06 07:34:00,fruit,dairy
31.0,2019-09-06 07:35:00,dairy,dairy
31.0,2019-09-06 07:36:00,dairy,dairy
31.0,2019-09-06 07:37:00,dairy,dairy
31.0,2019-09-06 07:38:00,dairy,dairy
31.0,2019-09-06 07:39:00,dairy,dairy
31.0,2019-09-06 07:40:00,dairy,fruit
31.0,2019-09-06 07:41:00,fruit,checkout
31.0,2019-09-06 07:42:00,checkout,checkout
32.0,2019-09-06 07:22:00,fruit,fruit
32.0,2019-09-06 07:23:00,fruit,fruit
32.0,2019-09-06 07:24:00,fruit,spices
32.0,2019-09-06 07:25:00,spices,checkout
32.0,2019-09-06 07:26:00,checkout,checkout
33.0,2019-09-06 07:22:00,fruit,fruit
33.0,2019-09-06 07:23:00,fruit,fruit
33.0,2019-09-06 07:24:00,fruit,fruit
33.0,2019-09-06 07:25:00,fruit,fruit
33.0,2019-09-06 07:26:00,fruit,fruit
33.0,2019-09-06 07:27:00,fruit,fruit
33.0,2019-09-06 07:28:00,fruit,fruit
33.0,2019-09-06 07:29:00,fruit,drinks
33.0,2019-09-06 07:30:00,drinks,drinks
33.0,2019-09-06 07:31:00,drinks,checkout
33.0,2019-09-06 07:32:00,checkout,checkout
34.0,2019-09-06 07:23:00,fruit,fruit
34.0,2019-09-06 07:24:00,fruit,spices
34.0,2019-09-06 07:25:00,spices,checkout
34.0,2019-09-06 07:26:00,checkout,checkout
35.0,2019-09-06 07:24:00,drinks,drinks
35.0,2019-09-06 07:25:00,drinks,drinks
35.0,2019-09-06 07:26:00,drinks,spices
35.0,2019-09-06 07:27:00,spices,fruit
35.0,2019-09-06 07:28:00,fruit,fruit
35.0,2019-09-06 07:29:00,fruit,drinks
35.0,2019-09-06 07:30:00,drinks,spices
35.0,2019-09-06 07:31:00,spices,spices
35.0,2019-09-06 07:32:00,spices,spices
35.0,2019-09-06 07:33:00,spices,spices
35.0,2019-09-06 07:34:00,spices,fruit
35.0,2019-09-06 07:35:00,fruit,fruit
35.0,2019-09-06 07:36:00,fruit,fruit
35.0,2019-09-06 07:37:00,fruit,fruit
35.0,2019-09-06 07:38:00,fruit,checkout
35.0,2019-09-06 07:39:00,checkout,checkout
36.0,2019-09-06 07:25:00,fruit,fruit
36.0,2019-09-06 07:26:00,fruit,fruit
36.0,2019-09-06 07:27:00,fruit,checkout
36.0,2019-09-06 07:28:00,checkout,checkout
37.0,2019-09-06 07:25:00,dairy,dairy
37.0,2019-09-06 07:26:00,dairy,checkout
37.0,2019-09-06 07:27:00,checkout,checkout
38.0,2019-09-06 07:27:00,fruit,fruit
38.0,2019-09-06 07:28:00,fruit,spices
38.0,2019-09-06 07:29:00,spices,checkout
38.0,2019-09-06 07:30:00,checkout,checkout
39.0,2019-09-06 07:27:00,dairy,dairy
39.0,2019-09-06 07:28:00,dairy,dairy
39.0,2019-09-06 07:29:00,dairy,checkout
39.0,2019-09-06 07:30:00,checkout,checkout
40.0,2019-09-06 07:27:00,spices,drinks
40.0,2019-09-06 07:28:00,drinks,drinks
40.0,2019-09-06 07:29:00,drinks,drinks
40.0,2019-09-06 07:30:00,drinks,fruit
40.0,2019-09-06 07:31:00,fruit,fruit
40.0,2019-09-06 07:32:00,fruit,fruit
40.0,2019-09-06 07:33:00,fruit,dairy
40.0,2019-09-06 07:34:00,dairy,dairy
40.0,2019-09-06 07:35:00,dairy,dairy
40.0,2019-09-06 07:36:00,dairy,checkout
40.0,2019-09-06 07:37:00,checkout,checkout
41.0,2019-09-06 07:27:00,fruit,fruit
41.0,2019-09-06 07:28:00,fruit,fruit
41.0,2019-09-06 07:29:00,fruit,fruit
41.0,2019-09-06 07:30:00,fruit,fruit
41.0,2019-09-06 07:31:00,fruit,dairy
41.0,2019-09-06 07:32:00,dairy,drinks
41.0,2019-09-06 07:33:00,drinks,spices
41.0,2019-09-06 07:34:00,spices,checkout
41.0,2019-09-06 07:35:00,checkout,checkout
42.0,2019-09-06 07:27:00,drinks,drinks
42.0,2019-09-06 07:28:00,drinks,drinks
42.0,2019-09-06 07:29:00,drinks,drinks
42.0,2019-09-06 07:30:00,drinks,drinks
42.0,2019-09-06 07:31:00,drinks,drinks
42.0,2019-09-06 07:32:00,drinks,drinks
42.0,2019-09-06 07:33:00,drinks,drinks
42.0,2019-09-06 07:34:00,drinks,drinks
42.0,2019-09-06 07:35:00,drinks,drinks
42.0,2019-09-06 07:36:00,drinks,spices
42.0,2019-09-06 07:37:00,spices,drinks
42.0,2019-09-06 07:38:00,drinks,drinks
42.0,2019-09-06 07:39:00,drinks,drinks
42.0,2019-09-06 07:40:00,drinks,checkout
42.0,2019-09-06 07:41:00,checkout,checkout
43.0,2019-09-06 07:27:00,drinks,drinks
43.0,2019-09-06 07:28:00,drinks,fruit
43.0,2019-09-06 07:29:00,fruit,checkout
43.0,2019-09-06 07:30:00,checkout,checkout
44.0,2019-09-06 07:28:00,drinks,drinks
44.0,2019-09-06 07:29:00,drinks,drinks
44.0,2019-09-06 07:30:00,drinks,checkout
44.0,2019-09-06 07:31:00,checkout,checkout
45.0,2019-09-06 07:31:00,spices,fruit
45.0,2019-09-06 07:32:00,fruit,spices
45.0,2019-09-06 07:33:00,spices,drinks
45.0,2019-09-06 07:34:00,drinks,checkout
45.0,2019-09-06 07:35:00,checkout,checkout
46.0,2019-09-06 07:31:00,dairy,drinks
46.0,2019-09-06 07:32:00,drinks,drinks
46.0,2019-09-06 07:33:00,drinks,spices
46.0,2019-09-06 07:34:00,spices,spices
46.0,2019-09-06 07:35:00,spices,spices
46.0,2019-09-06 07:36:00,spices,spices
46.0,2019-09-06 07:37:00,spices,dairy
46.0,2019-09-06 07:38:00,dairy,dairy
46.0,2019-09-06 07:39:00,dairy,dairy
46.0,2019-09-06 07:40:00,dairy,checkout
46.0,2019-09-06 07:41:00,checkout,checkout
47.0,2019-09-06 07:32:00,fruit,fruit
47.0,2019-09-06 07:33:00,fruit,spices
47.0,2019-09-06 07:34:00,spices,dairy
47.0,2019-09-06 07:35:00,dairy,spices
47.0,2019-09-06 07:36:00,spices,fruit
47.0,2019-09-06 07:37:00,fruit,fruit
47.0,2019-09-06 07:38:00,fruit,fruit
47.0,2019-09-06 07:39:00,fruit,fruit
47.0,2019-09-06 07:40:00,fruit,checkout
47.0,2019-09-06 07:41:00,checkout,checkout
48.0,2019-09-06 07:33:00,dairy,spices
48.0,2019-09-06 07:34:00,spices,spices
48.0,2019-09-06 07:35:00,spices,checkout
48.0,2019-09-06 07:36:00,checkout,checkout
49.0,2019-09-06 07:33:00,fruit,fruit
49.0,2019-09-06 07:34:00,fruit,fruit
49.0,2019-09-06 07:35:00,fruit,drinks
49.0,2019-09-06 07:36:00,drinks,checkout
49.0,2019-09-06 07:37:00,checkout,checkout
50.0,2019-09-06 07:33:00,fruit,fruit
50.0,2019-09-06 07:34:00,fruit,dairy
50.0,2019-09-06 07:35:00,dairy,dairy
50.0,2019-09-06 07:36:00,dairy,drinks
50.0,2019-09-06 07:37:00,drinks,drinks
50.0,2019-09-06 07:38:00,drinks,spices
50.0,2019-09-06 07:39:00,spices,spices
50.0,2019-09-06 07:40:00,spices,fruit
50.0,2019-09-06 07:41:00,fruit,fruit
50.0,2019-09-06 07:42:00,fruit,checkout
50.0,2019-09-06 07:43:00,checkout,checkout
51.0,2019-09-06 07:35:00,fruit,fruit
51.0,2019-09-06 07:36:00,fruit,spices
51.0,2019-09-06 07:37:00,spices,dairy
51.0,2019-09-06 07:38:00,dairy,dairy
51.0,2019-09-06 07:39:00,dairy,spices
51.0,2019-09-06 07:40:00,spices,fruit
51.0,2019-09-06 07:41:00,fruit,fruit
51.0,2019-09-06 07:42:00,fruit,dairy
51.0,2019-09-06 07:43:00,dairy,dairy
51.0,2019-09-06 07:44:00,dairy,dairy
51.0,2019-09-06 07:45:00,dairy,dairy
51.0,2019-09-06 07:46:00,dairy,dairy
51.0,2019-09-06 07:47:00,dairy,spices
51.0,2019-09-06 07:48:00,spices,spices
51.0,2019-09-06 07:49:00,spices,checkout
51.0,2019-09-06 07:50:00,checkout,checkout
52.0,2019-09-06 07:35:00,fruit,checkout
52.0,2019-09-06 07:36:00,checkout,checkout
53.0,2019-09-06 07:35:00,dairy,checkout
53.0,2019-09-06 07:36:00,checkout,checkout
54.0,2019-09-06 07:36:00,spices,drinks
54.0,2019-09-06 07:37:00,drinks,drinks
54.0,2019-09-06 07:38:00,drinks,drinks
54.0,2019-09-06 07:39:00,drinks,drinks
54.0,2019-09-06 07:40:00,drinks,drinks
54.0,2019-09-06 07:41:00,drinks,fruit
54.0,2019-09-06 07:42:00,fruit,fruit
54.0,2019-09-06 07:43:00,fruit,fruit
54.0,2019-09-06 07:44:00,fruit,fruit
54.0,2019-09-06 07:45:00,fruit,fruit
54.0,2019-09-06 07:46:00,fruit,fruit
54.0,2019-09-06 07:47:00,fruit,fruit
54.0,2019-09-06 07:48:00,fruit,drinks
54.0,2019-09-06 07:49:00,drinks,drinks
54.0,2019-09-06 07:50:00,drinks,drinks
54.0,2019-09-06 07:51:00,drinks,spices
54.0,2019-09-06 07:52:00,spices,fruit
54.0,2019-09-06 07:53:00,fruit,checkout
54.0,2019-09-06 07:54:00,checkout,checkout
55.0,2019-09-06 07:36:00,dairy,dairy
55.0,2019-09-06 07:37:00,dairy,dairy
55.0,2019-09-06 07:38:00,dairy,dairy
55.0,2019-09-06 07:39:00,dairy,dairy
55.0,2019-09-06 07:40:00,dairy,dairy
55.0,2019-09-06 07:41:00,dairy,checkout
55.0,2019-09-06 07:42:00,checkout,checkout
56.0,2019-09-06 07:37:00,spices,spices
56.0,2019-09-06 07:38:00,spices,dairy
56.0,2019-09-06 07:39:00,dairy,dairy
56.0,2019-09-06 07:40:00,dairy,dairy
56.0,2019-09-06 07:41:00,dairy,drinks
56.0,2019-09-06 07:42:00,drinks,drinks
56.0,2019-09-06 07:43:00,drinks,drinks
56.0,2019-09-06 07:44:00,drinks,drinks
56.0,2019-09-06 07:45:00,drinks,drinks
56.0,2019-09-06 07:46:00,drinks,drinks
56.0,2019-09-06 07:47:00,drinks,checkout
56.0,2019-09-06 07:48:00,checkout,checkout
57.0,2019-09-06 07:37:00,fruit,fruit
57.0,2019-09-06 07:38:00,fruit,fruit
57.0,2019-09-06 07:39:00,fruit,fruit
57.0,2019-09-06 07:40:00,fruit,checkout
57.0,2019-09-06 07:41:00,checkout,checkout
58.0,2019-09-06 07:38:00,drinks,drinks
58.0,2019-09-06 07:39:00,drinks,drinks
58.0,2019-09-06 07:40:00,drinks,fruit
58.0,2019-09-06 07:41:00,fruit,fruit
58.0,2019-09-06 07:42:00,fruit,checkout
58.0,2019-09-06 07:43:00,checkout,checkout
59.0,2019-09-06 07:38:00,drinks,drinks
59.0,2019-09-06 07:39:00,drinks,drinks
59.0,2019-09-06 07:40:00,drinks,drinks
59.0,2019-09-06 07:41:00,drinks,drinks
59.0,2019-09-06 07:42:00,drinks,fruit
59.0,2019-09-06 07:43:00,fruit,fruit
59.0,2019-09-06 07:44:00,fruit,fruit
59.0,2019-09-06 07:45:00,fruit,fruit
59.0,2019-09-06 07:46:00,fruit,fruit
59.0,2019-09-06 07:47:00,fruit,fruit
59.0,2019-09-06 07:48:00,fruit,fruit
59.0,2019-09-06 07:49:00,fruit,fruit
59.0,2019-09-06 07:50:00,fruit,fruit
59.0,2019-09-06 07:51:00,fruit,checkout
59.0,2019-09-06 07:52:00,checkout,checkout
60.0,2019-09-06 07:38:00,dairy,dairy
60.0,2019-09-06 07:39:00,dairy,drinks
60.0,2019-09-06 07:40:00,drinks,dairy
60.0,2019-09-06 07:41:00,dairy,spices
60.0,2019-09-06 07:42:00,spices,checkout
60.0,2019-09-06 07:43:00,checkout,checkout
61.0,2019-09-06 07:38:00,fruit,fruit
61.0,2019-09-06 07:39:00,fruit,fruit
61.0,2019-09-06 07:40:00,fruit,fruit
61.0,2019-09-06 07:41:00,fruit,drinks
61.0,2019-09-06 07:42:00,drinks,drinks
61.0,2019-09-06 07:43:00,drinks,drinks
61.0,2019-09-06 07:44:00,drinks,drinks
61.0,2019-09-06 07:45:00,drinks,drinks
61.0,2019-09-06 07:46:00,drinks,drinks
61.0,2019-09-06 07:47:00,drinks,checkout
61.0,2019-09-06 07:48:00,checkout,checkout
62.0,2019-09-06 07:38:00,dairy,drinks
62.0,2019-09-06 07:39:00,drinks,drinks
62.0,2019-09-06 07:40:00,drinks,drinks
62.0,2019-09-06 07:41:00,drinks,fruit
62.0,2019-09-06 07:42:00,fruit,dairy
62.0,2019-09-06 07:43:00,dairy,dairy
62.0,2019-09-06 07:44:00,dairy,dairy
62.0,2019-09-06 07:45:00,dairy,dairy
62.0,2019-09-06 07:46:00,dairy,dairy
62.0,2019-09-06 07:47:00,dairy,dairy
62.0,2019-09-06 07:48:00,dairy,spices
62.0,2019-09-06 07:49:00,spices,checkout
62.0,2019-09-06 07:50:00,checkout,checkout
63.0,2019-09-06 07:38:00,dairy,dairy
63.0,2019-09-06 07:39:00,dairy,dairy
63.0,2019-09-06 07:40:00,dairy,dairy
63.0,2019-09-06 07:41:00,dairy,dairy
63.0,2019-09-06 07:42:00,dairy,dairy
63.0,2019-09-06 07:43:00,dairy,fruit
63.0,2019-09-06 07:44:00,fruit,drinks
63.0,2019-09-06 07:45:00,drinks,drinks
63.0,2019-09-06 07:46:00,drinks,checkout
63.0,2019-09-06 07:47:00,checkout,checkout
64.0,2019-09-06 07:38:00,dairy,drinks
64.0,2019-09-06 07:39:00,drinks,drinks
64.0,2019-09-06 07:40:00,drinks,drinks
64.0,2019-09-06 07:41:00,drinks,drinks
64.0,2019-09-06 07:42:00,drinks,drinks
64.0,2019-09-06 07:43:00,drinks,drinks
64.0,2019-09-06 07:44:00,drinks,drinks
64.0,2019-09-06 07:45:00,drinks,drinks
64.0,2019-09-06 07:46:00,drinks,checkout
64.0,2019-09-06 07:47:00,checkout,checkout
65.0,2019-09-06 07:39:00,fruit,fruit
65.0,2019-09-06 07:40:00,fruit,dairy
65.0,2019-09-06 07:41:00,dairy,spices
65.0,2019-09-06 07:42:00,spices,spices
65.0,2019-09-06 07:43:00,spices,dairy
65.0,2019-09-06 07:44:00,dairy,dairy
65.0,2019-09-06 07:45:00,dairy,checkout
65.0,2019-09-06 07:46:00,checkout,checkout
66.0,2019-09-06 07:39:00,spices,checkout
66.0,2019-09-06 07:40:00,checkout,checkout
67.0,2019-09-06 07:40:00,spices,spices
67.0,2019-09-06 07:41:00,spices,spices
67.0,2019-09-06 07:42:00,spices,spices
67.0,2019-09-06 07:43:00,spices,spices
67.0,2019-09-06 07:44:00,spices,spices
67.0,2019-09-06 07:45:00,spices,fruit
67.0,2019-09-06 07:46:00,fruit,checkout
67.0,2019-09-06 07:47:00,checkout,checkout
68.0,2019-09-06 07:41:00,dairy,dairy
68.0,2019-09-06 07:42:00,dairy,dairy
68.0,2019-09-06 07:43:00,dairy,dairy
68.0,2019-09-06 07:44:00,dairy,dairy
68.0,2019-09-06 07:45:00,dairy,dairy
68.0,2019-09-06 07:46:00,dairy,checkout
68.0,2019-09-06 07:47:00,checkout,checkout
69.0,2019-09-06 07:41:00,drinks,spices
69.0,2019-09-06 07:42:00,spices,checkout
69.0,2019-09-06 07:43:00,checkout,checkout
70.0,2019-09-06 07:41:00,fruit,fruit
70.0,2019-09-06 07:42:00,fruit,fruit
70.0,2019-09-06 07:43:00,fruit,fruit
70.0,2019-09-06 07:44:00,fruit,dairy
70.0,2019-09-06 07:45:00,dairy,dairy
70.0,2019-09-06 07:46:00,dairy,drinks
70.0,2019-09-06 07:47:00,drinks,checkout
70.0,2019-09-06 07:48:00,checkout,checkout
71.0,2019-09-06 07:41:00,spices,dairy
71.0,2019-09-06 07:42:00,dairy,checkout
71.0,2019-09-06 07:43:00,checkout,checkout
72.0,2019-09-06 07:41:00,drinks,drinks
72.0,2019-09-06 07:42:00,drinks,spices
72.0,2019-09-06 07:43:00,spices,drinks
72.0,2019-09-06 07:44:00,drinks,drinks
72.0,2019-09-06 07:45:00,drinks,drinks
72.0,2019-09-06 07:46:00,drinks,checkout
72.0,2019-09-06 07:47:00,checkout,checkout
73.0,2019-09-06 07:48:00,spices,spices
73.0,2019-09-06 07:49:00,spices,checkout
73.0,2019-09-06 07:50:00,checkout,checkout
74.0,2019-09-06 07:48:00,fruit,spices
74.0,2019-09-06 07:49:00,spices,spices
74.0,2019-09-06 07:50:00,spices,dairy
74.0,2019-09-06 07:51:00,dairy,dairy
74.0,2019-09-06 07:52:00,dairy,dairy
74.0,2019-09-06 07:53:00,dairy,dairy
74.0,2019-09-06 07:54:00,dairy,dairy
74.0,2019-09-06 07:55:00,dairy,drinks
74.0,2019-09-06 07:56:00,drinks,drinks
74.0,2019-09-06 07:57:00,drinks,drinks
74.0,2019-09-06 07:58:00,drinks,drinks
74.0,2019-09-06 07:59:00,drinks,fruit
74.0,2019-09-06 08:00:00,fruit,fruit
